flight_operation_id,flightid,avbseats,status,route_id,weather_conditions,aircraftid,aircraft_name,totalseats,aircraft_status,manufacturer,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_elevation,departure_is_international,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_elevation,arrival_is_international,departure_date,departure_month,departure_year,departure_time,departure_hours,departure_minutes,departure_meridiem,arrival_date,arrival_month,arrival_year,arrival_time,arrival_hours,arrival_minutes,arrival_meridiem,route_duration,distance,route_cost,booked_seats
186,212,109,Scheduled,103,Bad,81,Aircraft21,277,Active,Boeing,A173,Airport173,City173,Country173,2056,True,A294,Airport294,City294,Country294,2211,True,2024-04-10,4,2024,19:02:48.878455,19,2,PM,2024-04-10,4,2024,22:02:48.878455,22,2,PM,180,4499.0,8998,168
188,213,51,Scheduled,390,Bad,85,Aircraft26,165,Active,Boeing,A315,Airport315,City315,Country315,3824,False,A106,Airport106,City106,Country106,318,False,2024-04-08,4,2024,20:29:22.990225,20,29,PM,2024-04-08,4,2024,21:11:22.990225,21,11,PM,42,2646.407211028632,5293,114
190,214,17,Scheduled,203,Bad,81,Aircraft21,277,Active,Boeing,A324,Airport324,City324,Country324,2336,False,A368,Airport368,City368,Country368,2558,True,2024-03-28,3,2024,06:19:12.030623,6,19,AM,2024-03-28,3,2024,10:19:12.030623,10,19,AM,240,2903.0,5806,260
192,215,109,Scheduled,668,Bad,95,Aircraft41,124,Active,Boeing,A351,Airport351,City351,Country351,2114,True,A75,Airport75,City75,Country75,70,False,2024-04-07,4,2024,12:08:57.557970,12,8,PM,2024-04-07,4,2024,15:08:57.557970,15,8,PM,180,1062.0,2124,15
194,216,71,Scheduled,384,Bad,95,Aircraft41,124,Active,Boeing,A454,Airport454,City454,Country454,722,False,A66,Airport66,City66,Country66,3031,False,2024-03-29,3,2024,22:55:42.427924,22,55,PM,2024-03-30,3,2024,00:38:42.427924,0,38,AM,103,3172.0,6344,53
196,217,78,Scheduled,1084,Bad,91,Aircraft36,248,Active,Airbus,A255,Airport255,City255,Country255,1047,True,A195,Airport195,City195,Country195,1373,True,2024-04-02,4,2024,22:26:34.807926,22,26,PM,2024-04-02,4,2024,22:45:34.807926,22,45,PM,19,2646.407211028632,5293,170
198,218,104,Scheduled,373,Bad,80,Aircraft15,177,Active,Boeing,A480,Airport480,City480,Country480,3133,True,A152,Airport152,City152,Country152,1699,False,2024-05-28,5,2024,06:57:14.633836,6,57,AM,2024-05-28,5,2024,08:12:50.633836,8,12,AM,76,939.0,1878,73
200,219,76,Scheduled,747,Bad,68,Aircraft3,354,Active,Airbus,A250,Airport250,City250,Country250,2789,False,A124,Airport124,City124,Country124,4567,True,2024-03-06,3,2024,09:22:46.640404,9,22,AM,2024-03-06,3,2024,09:51:46.640404,9,51,AM,29,2048.0,4096,278
202,220,22,Scheduled,559,Good,85,Aircraft26,165,Active,Boeing,A56,Airport56,City56,Country56,1190,False,A209,Airport209,City209,Country209,152,False,2024-04-07,4,2024,09:21:19.994227,9,21,AM,2024-04-07,4,2024,13:21:19.994227,13,21,PM,240,2646.407211028632,5293,143
204,221,128,Scheduled,967,Bad,92,Aircraft38,257,Active,Boeing,A125,Airport125,City125,Country125,90,True,A267,Airport267,City267,Country267,1228,True,2024-04-16,4,2024,08:09:39.572872,8,9,AM,2024-04-16,4,2024,13:09:39.572872,13,9,PM,300,2146.0,4292,129
206,222,103,Scheduled,990,Good,75,Aircraft13,144,Active,Airbus,A328,Airport328,City328,Country328,2616,True,A416,Airport416,City416,Country416,2931,False,2024-04-15,4,2024,05:20:24.296119,5,20,AM,2024-04-15,4,2024,06:00:24.296119,6,0,AM,40,1155.0,2310,41
208,223,66,Scheduled,506,Bad,80,Aircraft15,177,Active,Boeing,A166,Airport166,City166,Country166,4902,True,A304,Airport304,City304,Country304,4912,True,2024-03-11,3,2024,02:38:17.251795,2,38,AM,2024-03-11,3,2024,07:38:17.251795,7,38,AM,300,1242.0,2484,111
210,224,135,Delayed,588,Bad,73,Aircraft10,182,Active,Airbus,A222,Airport222,City222,Country222,1075,False,A320,Airport320,City320,Country320,2282,True,2024-05-28,5,2024,00:32:12.633836,0,32,AM,2024-05-28,5,2024,14:49:56.633836,14,49,PM,858,4360.0,8720,47
212,225,11,Scheduled,254,Good,85,Aircraft26,165,Active,Boeing,A6,Airport6,City6,Country6,257,False,A409,Airport409,City409,Country409,3490,True,2024-03-28,3,2024,18:08:28.872712,18,8,PM,2024-03-28,3,2024,18:51:28.872712,18,51,PM,43,3303.0,6606,154
214,226,19,Scheduled,399,Bad,73,Aircraft10,182,Active,Airbus,A51,Airport51,City51,Country51,3201,False,A269,Airport269,City269,Country269,1729,True,2024-03-08,3,2024,08:29:39.365713,8,29,AM,2024-03-08,3,2024,12:29:39.365713,12,29,PM,240,2646.407211028632,5293,163
216,227,215,Scheduled,713,Good,90,Aircraft25,238,Active,Boeing,A82,Airport82,City82,Country82,990,False,A318,Airport318,City318,Country318,1115,False,2024-03-04,3,2024,19:38:53.301944,19,38,PM,2024-03-04,3,2024,23:38:53.301944,23,38,PM,240,4206.0,8412,23
218,228,108,Scheduled,184,Good,71,Aircraft6,337,Active,Boeing,A423,Airport423,City423,Country423,3931,True,A112,Airport112,City112,Country112,990,True,2024-04-09,4,2024,06:00:43.207658,6,0,AM,2024-04-09,4,2024,06:56:43.207658,6,56,AM,56,5098.0,10196,229
220,229,46,Delayed,403,Bad,80,Aircraft15,177,Active,Boeing,A27,Airport27,City27,Country27,1269,True,A218,Airport218,City218,Country218,2502,True,2024-03-07,3,2024,23:26:10.625942,23,26,PM,2024-03-08,3,2024,00:26:10.625942,0,26,AM,60,1142.0,2284,131
222,230,28,Scheduled,1037,Good,80,Aircraft15,177,Active,Boeing,A244,Airport244,City244,Country244,1416,True,A380,Airport380,City380,Country380,36,False,2024-05-28,5,2024,01:11:24.633836,1,11,AM,2024-05-28,5,2024,13:15:02.633836,13,15,PM,724,5096.0,10192,149
224,231,130,Delayed,855,Bad,90,Aircraft25,238,Active,Boeing,A459,Airport459,City459,Country459,1662,True,A4,Airport4,City4,Country4,2797,False,2024-04-11,4,2024,12:14:46.833504,12,14,PM,2024-04-11,4,2024,16:14:46.833504,16,14,PM,240,2646.407211028632,5293,108
226,232,109,Scheduled,945,Good,92,Aircraft38,257,Active,Boeing,A145,Airport145,City145,Country145,3124,True,A161,Airport161,City161,Country161,1769,False,2024-03-26,3,2024,08:02:19.002649,8,2,AM,2024-03-26,3,2024,11:02:19.002649,11,2,AM,180,3923.0,7846,148
228,233,116,Scheduled,219,Bad,90,Aircraft25,238,Active,Boeing,A49,Airport49,City49,Country49,4392,False,A325,Airport325,City325,Country325,875,True,2024-04-13,4,2024,20:15:57.982532,20,15,PM,2024-04-13,4,2024,22:15:57.982532,22,15,PM,120,3877.0,7754,122
230,234,58,Delayed,528,Good,95,Aircraft41,124,Active,Boeing,A282,Airport282,City282,Country282,1753,True,A112,Airport112,City112,Country112,990,True,2024-03-13,3,2024,07:35:44.335246,7,35,AM,2024-03-13,3,2024,08:28:44.335246,8,28,AM,53,3210.0,6420,66
232,235,139,Scheduled,769,Good,80,Aircraft15,177,Active,Boeing,A396,Airport396,City396,Country396,3982,True,A35,Airport35,City35,Country35,3508,False,2024-03-11,3,2024,03:32:18.870221,3,32,AM,2024-03-11,3,2024,05:32:18.870221,5,32,AM,120,2646.407211028632,5293,38
234,236,52,Delayed,670,Bad,95,Aircraft41,124,Active,Boeing,A444,Airport444,City444,Country444,4455,True,A344,Airport344,City344,Country344,1487,False,2024-03-22,3,2024,01:51:40.688953,1,51,AM,2024-03-22,3,2024,02:20:40.688953,2,20,AM,29,2646.407211028632,5293,72
236,237,29,Scheduled,416,Bad,80,Aircraft15,177,Active,Boeing,A301,Airport301,City301,Country301,2916,False,A29,Airport29,City29,Country29,4345,False,2024-03-19,3,2024,00:07:29.263701,0,7,AM,2024-03-19,3,2024,03:07:29.263701,3,7,AM,180,3046.0,6092,148
238,238,109,Scheduled,669,Bad,71,Aircraft6,337,Active,Boeing,A484,Airport484,City484,Country484,4135,True,A392,Airport392,City392,Country392,3218,False,2024-03-12,3,2024,14:56:47.435348,14,56,PM,2024-03-12,3,2024,16:16:47.435348,16,16,PM,80,3632.0,7264,228
240,239,82,Delayed,651,Good,91,Aircraft36,248,Active,Airbus,A399,Airport399,City399,Country399,3279,True,A348,Airport348,City348,Country348,3644,True,2024-04-15,4,2024,01:48:42.867412,1,48,AM,2024-04-15,4,2024,02:37:42.867412,2,37,AM,49,4936.0,9872,166
242,240,109,Delayed,394,Bad,80,Aircraft15,177,Active,Boeing,A20,Airport20,City20,Country20,559,True,A347,Airport347,City347,Country347,1894,True,2024-03-19,3,2024,11:27:55.212539,11,27,AM,2024-03-19,3,2024,14:27:55.212539,14,27,PM,180,2262.0,4524,68
244,241,15,Scheduled,497,Good,95,Aircraft41,124,Active,Boeing,A307,Airport307,City307,Country307,189,False,A160,Airport160,City160,Country160,2443,True,2024-04-18,4,2024,16:11:14.779456,16,11,PM,2024-04-18,4,2024,16:43:14.779456,16,43,PM,32,4779.0,9558,109
246,242,109,Scheduled,319,Bad,76,Aircraft15,276,Active,Airbus,A262,Airport262,City262,Country262,260,True,A278,Airport278,City278,Country278,4746,True,2024-03-05,3,2024,14:48:36.960174,14,48,PM,2024-03-05,3,2024,15:09:36.960174,15,9,PM,21,5055.0,10110,167
248,243,172,Scheduled,508,Bad,90,Aircraft25,238,Active,Boeing,A159,Airport159,City159,Country159,3515,True,A287,Airport287,City287,Country287,1483,True,2024-03-27,3,2024,09:19:16.074865,9,19,AM,2024-03-27,3,2024,10:55:16.074865,10,55,AM,96,3044.0,6088,66
250,244,71,Scheduled,229,Bad,81,Aircraft21,277,Active,Boeing,A357,Airport357,City357,Country357,3625,False,A492,Airport492,City492,Country492,457,True,2024-03-24,3,2024,10:18:29.098684,10,18,AM,2024-03-24,3,2024,10:27:29.098684,10,27,AM,9,2646.407211028632,5293,206
252,245,264,Scheduled,655,Bad,76,Aircraft15,276,Active,Airbus,A398,Airport398,City398,Country398,3265,False,A72,Airport72,City72,Country72,91,True,2024-04-15,4,2024,20:53:38.761753,20,53,PM,2024-04-15,4,2024,21:46:38.761753,21,46,PM,53,2646.407211028632,5293,12
254,246,96,Scheduled,1054,Bad,77,Aircraft16,254,Active,Boeing,A289,Airport289,City289,Country289,3188,True,A474,Airport474,City474,Country474,1322,True,2024-03-22,3,2024,13:45:11.386426,13,45,PM,2024-03-22,3,2024,16:45:11.386426,16,45,PM,180,4956.0,9912,158
256,247,151,Delayed,508,Bad,79,Aircraft18,207,Active,Boeing,A159,Airport159,City159,Country159,3515,True,A287,Airport287,City287,Country287,1483,True,2024-03-10,3,2024,07:35:18.654984,7,35,AM,2024-03-10,3,2024,07:40:18.654984,7,40,AM,5,3044.0,6088,56
258,248,57,Scheduled,413,Bad,75,Aircraft13,144,Active,Airbus,A426,Airport426,City426,Country426,1859,True,A327,Airport327,City327,Country327,2530,True,2024-05-28,5,2024,16:45:57.633836,16,45,PM,2024-05-28,5,2024,22:41:03.633836,22,41,PM,355,193.0,386,87
260,249,70,Delayed,618,Bad,79,Aircraft18,207,Active,Boeing,A245,Airport245,City245,Country245,2871,True,A51,Airport51,City51,Country51,3201,False,2024-04-15,4,2024,23:51:02.277635,23,51,PM,2024-04-16,4,2024,01:21:02.277635,1,21,AM,90,1136.0,2272,137
262,250,202,Delayed,935,Good,91,Aircraft36,248,Active,Airbus,A420,Airport420,City420,Country420,1505,True,A375,Airport375,City375,Country375,139,False,2024-03-26,3,2024,14:44:42.055980,14,44,PM,2024-03-26,3,2024,19:44:42.055980,19,44,PM,300,507.0,1014,46
264,251,53,Scheduled,813,Bad,81,Aircraft21,277,Active,Boeing,A163,Airport163,City163,Country163,2651,True,A201,Airport201,City201,Country201,318,True,2024-04-21,4,2024,09:29:57.262304,9,29,AM,2024-04-21,4,2024,13:29:57.262304,13,29,PM,240,3804.0,7608,224
266,252,197,Scheduled,783,Bad,98,Aircraft33,201,Active,Airbus,A188,Airport188,City188,Country188,657,False,A3,Airport3,City3,Country3,452,False,2024-03-04,3,2024,06:28:15.597632,6,28,AM,2024-03-04,3,2024,06:32:15.597632,6,32,AM,4,3941.0,7882,4
268,253,109,Scheduled,861,Bad,95,Aircraft41,124,Active,Boeing,A357,Airport357,City357,Country357,3625,False,A5,Airport5,City5,Country5,2384,False,2024-04-05,4,2024,11:02:51.614505,11,2,AM,2024-04-05,4,2024,16:02:51.614505,16,2,PM,300,2074.0,4148,15
270,254,217,Delayed,1054,Bad,71,Aircraft6,337,Active,Boeing,A289,Airport289,City289,Country289,3188,True,A474,Airport474,City474,Country474,1322,True,2024-03-23,3,2024,16:16:29.234105,16,16,PM,2024-03-23,3,2024,16:20:29.234105,16,20,PM,4,4956.0,9912,120
272,255,87,Scheduled,507,Bad,85,Aircraft26,165,Active,Boeing,A272,Airport272,City272,Country272,1378,False,A423,Airport423,City423,Country423,3931,True,2024-03-10,3,2024,11:39:49.410689,11,39,AM,2024-03-10,3,2024,15:39:49.410689,15,39,PM,240,3459.0,6918,78
274,256,49,Scheduled,873,Bad,90,Aircraft25,238,Active,Boeing,A91,Airport91,City91,Country91,2582,True,A388,Airport388,City388,Country388,3545,True,2024-03-29,3,2024,17:42:18.089273,17,42,PM,2024-03-29,3,2024,18:42:18.089273,18,42,PM,60,2646.407211028632,5293,189
276,257,88,Scheduled,497,Good,77,Aircraft16,254,Active,Boeing,A307,Airport307,City307,Country307,189,False,A160,Airport160,City160,Country160,2443,True,2024-03-17,3,2024,02:22:32.152789,2,22,AM,2024-03-17,3,2024,03:44:32.152789,3,44,AM,82,4779.0,9558,166
278,258,109,Scheduled,149,Good,68,Aircraft3,354,Active,Airbus,A354,Airport354,City354,Country354,4783,False,A30,Airport30,City30,Country30,703,False,2024-03-03,3,2024,10:16:22.227600,10,16,AM,2024-03-03,3,2024,11:16:22.227600,11,16,AM,60,3805.0,7610,245
280,259,73,Delayed,1046,Good,92,Aircraft38,257,Active,Boeing,A143,Airport143,City143,Country143,1953,True,A229,Airport229,City229,Country229,150,True,2024-05-28,5,2024,04:23:04.633836,4,23,AM,2024-05-28,5,2024,22:04:59.633836,22,4,PM,1062,697.0,1394,184
282,260,109,Delayed,305,Good,85,Aircraft26,165,Active,Boeing,A39,Airport39,City39,Country39,3745,False,A497,Airport497,City497,Country497,3251,True,2024-03-24,3,2024,14:24:34.410485,14,24,PM,2024-03-24,3,2024,16:24:34.410485,16,24,PM,120,1058.0,2116,56
284,261,109,Delayed,1021,Good,79,Aircraft18,207,Active,Boeing,A310,Airport310,City310,Country310,3585,False,A15,Airport15,City15,Country15,1673,True,2024-03-18,3,2024,13:10:40.173045,13,10,PM,2024-03-18,3,2024,17:10:40.173045,17,10,PM,240,2788.0,5576,98
286,262,40,Scheduled,1021,Good,85,Aircraft26,165,Active,Boeing,A310,Airport310,City310,Country310,3585,False,A15,Airport15,City15,Country15,1673,True,2024-03-11,3,2024,11:15:48.911066,11,15,AM,2024-03-11,3,2024,12:15:48.911066,12,15,PM,60,2788.0,5576,125
288,263,247,Delayed,368,Bad,71,Aircraft6,337,Active,Boeing,A464,Airport464,City464,Country464,1939,False,A409,Airport409,City409,Country409,3490,True,2024-05-28,5,2024,00:47:03.640897,0,47,AM,2024-05-28,5,2024,07:16:17.640897,7,16,AM,389,2646.407211028632,5293,90
290,264,108,Scheduled,1034,Bad,73,Aircraft10,182,Active,Airbus,A95,Airport95,City95,Country95,114,False,A72,Airport72,City72,Country72,91,True,2024-03-15,3,2024,00:53:41.168323,0,53,AM,2024-03-15,3,2024,01:08:41.168323,1,8,AM,15,2397.0,4794,74
292,265,109,Scheduled,318,Bad,95,Aircraft41,124,Active,Boeing,A124,Airport124,City124,Country124,4567,True,A34,Airport34,City34,Country34,4793,True,2024-04-01,4,2024,08:33:49.935478,8,33,AM,2024-04-01,4,2024,08:49:49.935478,8,49,AM,16,825.0,1650,15
294,266,109,Scheduled,764,Bad,90,Aircraft25,238,Active,Boeing,A112,Airport112,City112,Country112,990,True,A465,Airport465,City465,Country465,871,False,2024-04-13,4,2024,13:26:01.897356,13,26,PM,2024-04-13,4,2024,16:26:01.897356,16,26,PM,180,4247.0,8494,129
296,267,92,Scheduled,587,Good,79,Aircraft18,207,Active,Boeing,A22,Airport22,City22,Country22,4309,True,A430,Airport430,City430,Country430,3874,False,2024-03-18,3,2024,18:30:19.662379,18,30,PM,2024-03-18,3,2024,23:30:19.662379,23,30,PM,300,1257.0,2514,115
298,268,109,Scheduled,483,Bad,90,Aircraft25,238,Active,Boeing,A409,Airport409,City409,Country409,3490,True,A9,Airport9,City9,Country9,4107,False,2024-05-28,5,2024,04:49:33.640897,4,49,AM,2024-05-28,5,2024,08:58:51.640897,8,58,AM,249,4346.0,8692,129
300,269,13,Scheduled,889,Bad,68,Aircraft3,354,Active,Airbus,A43,Airport43,City43,Country43,4724,True,A481,Airport481,City481,Country481,984,True,2024-03-09,3,2024,15:25:47.050610,15,25,PM,2024-03-09,3,2024,16:51:47.050610,16,51,PM,86,2646.407211028632,5293,341
302,270,88,Scheduled,316,Bad,85,Aircraft26,165,Active,Boeing,A358,Airport358,City358,Country358,4132,True,A283,Airport283,City283,Country283,264,False,2024-03-20,3,2024,10:08:50.173006,10,8,AM,2024-03-20,3,2024,14:08:50.173006,14,8,PM,240,2314.0,4628,77
304,271,163,Scheduled,497,Good,81,Aircraft21,277,Active,Boeing,A307,Airport307,City307,Country307,189,False,A160,Airport160,City160,Country160,2443,True,2024-03-17,3,2024,15:33:31.584736,15,33,PM,2024-03-17,3,2024,16:32:31.584736,16,32,PM,59,4779.0,9558,114
306,272,109,Scheduled,541,Bad,95,Aircraft41,124,Active,Boeing,A251,Airport251,City251,Country251,4001,True,A122,Airport122,City122,Country122,4050,True,2024-03-07,3,2024,22:23:33.485174,22,23,PM,2024-03-07,3,2024,23:11:33.485174,23,11,PM,48,2646.407211028632,5293,15
308,273,109,Scheduled,973,Good,79,Aircraft18,207,Active,Boeing,A243,Airport243,City243,Country243,4100,False,A399,Airport399,City399,Country399,3279,True,2024-04-11,4,2024,22:30:00.019797,22,30,PM,2024-04-11,4,2024,23:03:00.019797,23,3,PM,33,2419.0,4838,98
310,274,28,Scheduled,892,Bad,81,Aircraft21,277,Active,Boeing,A382,Airport382,City382,Country382,1304,True,A382,Airport382,City382,Country382,1304,True,2024-04-15,4,2024,10:37:15.540556,10,37,AM,2024-04-15,4,2024,11:12:15.540556,11,12,AM,35,2667.0,5334,249
311,275,109,Delayed,684,Bad,90,Aircraft25,238,Active,Boeing,A22,Airport22,City22,Country22,4309,True,A98,Airport98,City98,Country98,2237,True,2024-04-17,4,2024,12:16:24.174119,12,16,PM,2024-04-17,4,2024,13:16:24.174119,13,16,PM,60,1099.0,2198,129
313,276,83,Scheduled,215,Bad,80,Aircraft15,177,Active,Boeing,A78,Airport78,City78,Country78,4460,True,A56,Airport56,City56,Country56,1190,False,2024-03-13,3,2024,14:08:47.667932,14,8,PM,2024-03-13,3,2024,14:12:47.667932,14,12,PM,4,1061.0,2122,94
315,277,109,Scheduled,212,Bad,73,Aircraft10,182,Active,Airbus,A312,Airport312,City312,Country312,2734,True,A223,Airport223,City223,Country223,3,True,2024-03-24,3,2024,02:23:45.439915,2,23,AM,2024-03-24,3,2024,03:23:45.439915,3,23,AM,60,2584.0,5168,73
317,278,109,Scheduled,1055,Bad,80,Aircraft15,177,Active,Boeing,A170,Airport170,City170,Country170,3201,True,A144,Airport144,City144,Country144,3773,True,2024-03-04,3,2024,21:09:37.450355,21,9,PM,2024-03-04,3,2024,21:35:37.450355,21,35,PM,26,893.0,1786,68
319,279,109,Scheduled,987,Bad,85,Aircraft26,165,Active,Boeing,A73,Airport73,City73,Country73,2839,True,A418,Airport418,City418,Country418,3482,True,2024-03-15,3,2024,14:19:10.252654,14,19,PM,2024-03-15,3,2024,19:19:10.252654,19,19,PM,300,4819.0,9638,56
321,280,314,Scheduled,716,Bad,71,Aircraft6,337,Active,Boeing,A53,Airport53,City53,Country53,2037,True,A353,Airport353,City353,Country353,2838,False,2024-03-24,3,2024,06:02:48.482821,6,2,AM,2024-03-24,3,2024,10:02:48.482821,10,2,AM,240,2257.0,4514,23
323,281,109,Delayed,250,Bad,98,Aircraft33,201,Active,Airbus,A214,Airport214,City214,Country214,442,True,A168,Airport168,City168,Country168,1837,True,2024-03-15,3,2024,06:35:57.609431,6,35,AM,2024-03-15,3,2024,06:48:57.609431,6,48,AM,13,2646.407211028632,5293,92
325,282,109,Scheduled,782,Good,71,Aircraft6,337,Active,Boeing,A345,Airport345,City345,Country345,1668,True,A421,Airport421,City421,Country421,687,True,2024-05-28,5,2024,22:59:40.643917,22,59,PM,2024-05-28,5,2024,23:40:09.643917,23,40,PM,40,2646.407211028632,5293,228
327,283,93,Scheduled,592,Bad,85,Aircraft26,165,Active,Boeing,A128,Airport128,City128,Country128,3508,True,A365,Airport365,City365,Country365,939,True,2024-03-23,3,2024,09:39:12.078344,9,39,AM,2024-03-23,3,2024,10:34:12.078344,10,34,AM,55,3072.0,6144,72
329,284,62,Delayed,1003,Good,95,Aircraft41,124,Active,Boeing,A135,Airport135,City135,Country135,3313,True,A27,Airport27,City27,Country27,1269,True,2024-03-05,3,2024,05:34:25.459622,5,34,AM,2024-03-05,3,2024,06:16:25.459622,6,16,AM,42,3982.0,7964,62
331,285,16,Scheduled,927,Good,85,Aircraft26,165,Active,Boeing,A12,Airport12,City12,Country12,2522,False,A364,Airport364,City364,Country364,1613,False,2024-03-10,3,2024,19:49:02.743453,19,49,PM,2024-03-10,3,2024,21:49:02.743453,21,49,PM,120,2262.0,4524,149
333,286,109,Scheduled,837,Bad,80,Aircraft15,177,Active,Boeing,A292,Airport292,City292,Country292,2543,True,A470,Airport470,City470,Country470,2564,True,2024-04-13,4,2024,10:02:28.711572,10,2,AM,2024-04-13,4,2024,10:48:28.711572,10,48,AM,46,1288.0,2576,68
335,287,109,Scheduled,678,Bad,80,Aircraft15,177,Active,Boeing,A184,Airport184,City184,Country184,2605,True,A26,Airport26,City26,Country26,2557,True,2024-03-02,3,2024,11:31:08.242737,11,31,AM,2024-03-02,3,2024,11:34:08.242737,11,34,AM,3,2646.407211028632,5293,68
337,288,101,Delayed,1076,Bad,73,Aircraft10,182,Active,Airbus,A354,Airport354,City354,Country354,4783,False,A438,Airport438,City438,Country438,3188,True,2024-04-20,4,2024,03:28:21.202309,3,28,AM,2024-04-20,4,2024,04:15:21.202309,4,15,AM,47,2646.407211028632,5293,81
339,289,93,Scheduled,519,Good,98,Aircraft33,201,Active,Airbus,A434,Airport434,City434,Country434,556,False,A23,Airport23,City23,Country23,2942,True,2024-04-09,4,2024,03:41:11.588883,3,41,AM,2024-04-09,4,2024,07:41:11.588883,7,41,AM,240,3638.0,7276,108
341,290,109,Delayed,287,Good,68,Aircraft3,354,Active,Airbus,A442,Airport442,City442,Country442,2028,False,A318,Airport318,City318,Country318,1115,False,2024-03-13,3,2024,21:21:35.394738,21,21,PM,2024-03-13,3,2024,21:33:35.394738,21,33,PM,12,3239.0,6478,245
343,291,237,Scheduled,609,Bad,82,Aircraft22,244,Active,Boeing,A434,Airport434,City434,Country434,556,False,A96,Airport96,City96,Country96,689,True,2024-03-28,3,2024,10:58:27.436698,10,58,AM,2024-03-28,3,2024,13:58:27.436698,13,58,PM,180,2646.407211028632,5293,7
345,292,31,Scheduled,430,Good,92,Aircraft38,257,Active,Boeing,A409,Airport409,City409,Country409,3490,True,A129,Airport129,City129,Country129,2023,True,2024-03-17,3,2024,14:14:19.048486,14,14,PM,2024-03-17,3,2024,14:27:19.048486,14,27,PM,13,2830.0,5660,226
